,,,,All Type of Report (All Grades) for 02-Mar-2021 to 02-Mar-2026,,,
Maharashtra,Cereals,Rice,08-06-2023,462.00,Metric Tonnes,3919.18,Rs./Quintal
Maharashtra,Cereals,Rice,09-06-2023,384.00,Metric Tonnes,3789.80,Rs./Quintal
Maharashtra,Cereals,Rice,10-06-2023,408.00,Metric Tonnes,3622.33,Rs./Quintal
Maharashtra,Cereals,Rice,11-06-2023,87.00,Metric Tonnes,3906.03,Rs./Quintal
Maharashtra,Cereals,Rice,12-06-2023,460.00,Metric Tonnes,3984.13,Rs./Quintal
Maharashtra,Cereals,Rice,13-06-2023,449.00,Metric Tonnes,3679.77,Rs./Quintal
Maharashtra,Cereals,Rice,14-06-2023,393.00,Metric Tonnes,3700.33,Rs./Quintal
Maharashtra,Cereals,Rice,15-06-2023,425.00,Metric Tonnes,3953.99,Rs./Quintal
Maharashtra,Cereals,Rice,16-06-2023,327.00,Metric Tonnes,3767.08,Rs./Quintal
Maharashtra,Cereals,Rice,17-06-2023,415.00,Metric Tonnes,3889.73,Rs./Quintal
Maharashtra,Cereals,Rice,18-06-2023,81.00,Metric Tonnes,4082.88,Rs./Quintal
Maharashtra,Cereals,Rice,19-06-2023,413.00,Metric Tonnes,3756.56,Rs./Quintal
Maharashtra,Cereals,Rice,20-06-2023,371.00,Metric Tonnes,3828.80,Rs./Quintal
Maharashtra,Cereals,Rice,21-06-2023,327.00,Metric Tonnes,3944.77,Rs./Quintal
Maharashtra,Cereals,Rice,22-06-2023,348.00,Metric Tonnes,4059.44,Rs./Quintal
Maharashtra,Cereals,Rice,23-06-2023,312.00,Metric Tonnes,4174.84,Rs./Quintal
Maharashtra,Cereals,Rice,24-06-2023,343.00,Metric Tonnes,3729.97,Rs./Quintal
Maharashtra,Cereals,Rice,25-06-2023,76.00,Metric Tonnes,4032.89,Rs./Quintal
Maharashtra,Cereals,Rice,26-06-2023,411.00,Metric Tonnes,4011.28,Rs./Quintal
Maharashtra,Cereals,Rice,27-06-2023,404.00,Metric Tonnes,4120.92,Rs./Quintal
Maharashtra,Cereals,Rice,28-06-2023,426.00,Metric Tonnes,4209.39,Rs./Quintal
Maharashtra,Cereals,Rice,29-06-2023,124.00,Metric Tonnes,3615.60,Rs./Quintal
Maharashtra,Cereals,Rice,30-06-2023,315.00,Metric Tonnes,3912.19,Rs./Quintal
Maharashtra,Cereals,Rice,01-07-2023,287.00,Metric Tonnes,4090.03,Rs./Quintal
Maharashtra,Cereals,Rice,02-07-2023,18.00,Metric Tonnes,4127.78,Rs./Quintal
Maharashtra,Cereals,Rice,03-07-2023,2116.00,Metric Tonnes,5076.54,Rs./Quintal
Maharashtra,Cereals,Rice,04-07-2023,325.00,Metric Tonnes,3926.62,Rs./Quintal
Maharashtra,Cereals,Rice,05-07-2023,406.00,Metric Tonnes,4122.59,Rs./Quintal
Maharashtra,Cereals,Rice,06-07-2023,396.00,Metric Tonnes,3937.14,Rs./Quintal
Maharashtra,Cereals,Rice,07-07-2023,420.00,Metric Tonnes,4292.74,Rs./Quintal
Maharashtra,Cereals,Rice,08-07-2023,247.00,Metric Tonnes,3953.60,Rs./Quintal
Maharashtra,Cereals,Rice,09-07-2023,68.00,Metric Tonnes,4082.69,Rs./Quintal
Maharashtra,Cereals,Rice,10-07-2023,443.00,Metric Tonnes,4037.40,Rs./Quintal
Maharashtra,Cereals,Rice,11-07-2023,2435.00,Metric Tonnes,5117.79,Rs./Quintal
Maharashtra,Cereals,Rice,12-07-2023,445.00,Metric Tonnes,4112.68,Rs./Quintal
Maharashtra,Cereals,Rice,13-07-2023,1740.00,Metric Tonnes,4968.40,Rs./Quintal
Maharashtra,Cereals,Rice,14-07-2023,384.00,Metric Tonnes,3876.20,Rs./Quintal
Maharashtra,Cereals,Rice,15-07-2023,397.00,Metric Tonnes,4098.61,Rs./Quintal
Maharashtra,Cereals,Rice,16-07-2023,75.00,Metric Tonnes,3966.00,Rs./Quintal
Maharashtra,Cereals,Rice,17-07-2023,346.00,Metric Tonnes,3814.34,Rs./Quintal
Maharashtra,Cereals,Rice,18-07-2023,441.00,Metric Tonnes,3884.26,Rs./Quintal
Maharashtra,Cereals,Rice,19-07-2023,317.00,Metric Tonnes,3791.11,Rs./Quintal
Maharashtra,Cereals,Rice,20-07-2023,271.00,Metric Tonnes,4129.50,Rs./Quintal
Maharashtra,Cereals,Rice,21-07-2023,415.00,Metric Tonnes,3878.22,Rs./Quintal
Maharashtra,Cereals,Rice,22-07-2023,355.00,Metric Tonnes,3880.73,Rs./Quintal
Maharashtra,Cereals,Rice,23-07-2023,365.00,Metric Tonnes,4034.38,Rs./Quintal
Maharashtra,Cereals,Rice,24-07-2023,383.00,Metric Tonnes,3708.62,Rs./Quintal
Maharashtra,Cereals,Rice,25-07-2023,403.00,Metric Tonnes,4049.59,Rs./Quintal
Maharashtra,Cereals,Rice,26-07-2023,520.00,Metric Tonnes,3536.36,Rs./Quintal
Maharashtra,Cereals,Rice,27-07-2023,388.00,Metric Tonnes,3799.00,Rs./Quintal
Maharashtra,Cereals,Rice,28-07-2023,399.00,Metric Tonnes,3869.07,Rs./Quintal
Maharashtra,Cereals,Rice,29-07-2023,78.00,Metric Tonnes,3501.05,Rs./Quintal
Maharashtra,Cereals,Rice,30-07-2023,12.00,Metric Tonnes,3991.67,Rs./Quintal
Maharashtra,Cereals,Rice,31-07-2023,396.00,Metric Tonnes,3419.33,Rs./Quintal
Maharashtra,Cereals,Rice,01-08-2023,518.00,Metric Tonnes,3342.55,Rs./Quintal
Maharashtra,Cereals,Rice,02-08-2023,406.00,Metric Tonnes,3761.17,Rs./Quintal
Maharashtra,Cereals,Rice,03-08-2023,449.00,Metric Tonnes,3951.85,Rs./Quintal
Maharashtra,Cereals,Rice,04-08-2023,291.00,Metric Tonnes,4239.16,Rs./Quintal
Maharashtra,Cereals,Rice,05-08-2023,368.00,Metric Tonnes,4307.31,Rs./Quintal
Maharashtra,Cereals,Rice,06-08-2023,73.00,Metric Tonnes,3884.25,Rs./Quintal
Maharashtra,Cereals,Rice,07-08-2023,447.00,Metric Tonnes,3666.87,Rs./Quintal
Maharashtra,Cereals,Rice,08-08-2023,432.00,Metric Tonnes,3356.64,Rs./Quintal
Maharashtra,Cereals,Rice,09-08-2023,336.00,Metric Tonnes,3850.74,Rs./Quintal
Maharashtra,Cereals,Rice,10-08-2023,2234.00,Metric Tonnes,5170.31,Rs./Quintal
Maharashtra,Cereals,Rice,11-08-2023,359.00,Metric Tonnes,4160.45,Rs./Quintal
Maharashtra,Cereals,Rice,12-08-2023,440.00,Metric Tonnes,4146.59,Rs./Quintal
Maharashtra,Cereals,Rice,13-08-2023,135.00,Metric Tonnes,3910.85,Rs./Quintal
Maharashtra,Cereals,Rice,14-08-2023,438.00,Metric Tonnes,3753.79,Rs./Quintal
Maharashtra,Cereals,Rice,15-08-2023,113.00,Metric Tonnes,3362.83,Rs./Quintal
Maharashtra,Cereals,Rice,16-08-2023,193.00,Metric Tonnes,3370.83,Rs./Quintal
Maharashtra,Cereals,Rice,17-08-2023,430.00,Metric Tonnes,3514.70,Rs./Quintal
Maharashtra,Cereals,Rice,18-08-2023,311.00,Metric Tonnes,3751.85,Rs./Quintal
Maharashtra,Cereals,Rice,19-08-2023,366.00,Metric Tonnes,3862.40,Rs./Quintal
Maharashtra,Cereals,Rice,20-08-2023,80.00,Metric Tonnes,4400.00,Rs./Quintal
Maharashtra,Cereals,Rice,21-08-2023,396.00,Metric Tonnes,3993.86,Rs./Quintal
Maharashtra,Cereals,Rice,22-08-2023,395.00,Metric Tonnes,3666.15,Rs./Quintal
Maharashtra,Cereals,Rice,23-08-2023,342.00,Metric Tonnes,3930.75,Rs./Quintal
Maharashtra,Cereals,Rice,24-08-2023,396.00,Metric Tonnes,4025.38,Rs./Quintal
Maharashtra,Cereals,Rice,25-08-2023,324.00,Metric Tonnes,3858.55,Rs./Quintal
Maharashtra,Cereals,Rice,26-08-2023,423.00,Metric Tonnes,4497.68,Rs./Quintal
Maharashtra,Cereals,Rice,27-08-2023,117.00,Metric Tonnes,4118.14,Rs./Quintal
Maharashtra,Cereals,Rice,28-08-2023,515.00,Metric Tonnes,3572.74,Rs./Quintal
Maharashtra,Cereals,Rice,29-08-2023,303.00,Metric Tonnes,3923.60,Rs./Quintal
Maharashtra,Cereals,Rice,30-08-2023,312.00,Metric Tonnes,3951.55,Rs./Quintal
Maharashtra,Cereals,Rice,31-08-2023,197.00,Metric Tonnes,3722.31,Rs./Quintal
Maharashtra,Cereals,Rice,01-09-2023,295.00,Metric Tonnes,3774.88,Rs./Quintal
Maharashtra,Cereals,Rice,02-09-2023,251.00,Metric Tonnes,3912.35,Rs./Quintal
Maharashtra,Cereals,Rice,03-09-2023,18.00,Metric Tonnes,4400.89,Rs./Quintal
Maharashtra,Cereals,Rice,04-09-2023,361.00,Metric Tonnes,3824.00,Rs./Quintal
Maharashtra,Cereals,Rice,05-09-2023,379.00,Metric Tonnes,3743.35,Rs./Quintal
Maharashtra,Cereals,Rice,06-09-2023,279.00,Metric Tonnes,3911.42,Rs./Quintal
Maharashtra,Cereals,Rice,07-09-2023,54.00,Metric Tonnes,3685.33,Rs./Quintal
Maharashtra,Cereals,Rice,08-09-2023,375.00,Metric Tonnes,3648.95,Rs./Quintal
Maharashtra,Cereals,Rice,09-09-2023,290.00,Metric Tonnes,3852.52,Rs./Quintal
Maharashtra,Cereals,Rice,10-09-2023,83.00,Metric Tonnes,4131.45,Rs./Quintal
Maharashtra,Cereals,Rice,11-09-2023,333.00,Metric Tonnes,4070.78,Rs./Quintal
Maharashtra,Cereals,Rice,12-09-2023,397.00,Metric Tonnes,4280.64,Rs./Quintal
Maharashtra,Cereals,Rice,13-09-2023,304.00,Metric Tonnes,4073.55,Rs./Quintal
Maharashtra,Cereals,Rice,14-09-2023,334.00,Metric Tonnes,4020.57,Rs./Quintal
Maharashtra,Cereals,Rice,15-09-2023,375.00,Metric Tonnes,3708.18,Rs./Quintal
Maharashtra,Cereals,Rice,16-09-2023,1912.00,Metric Tonnes,5086.63,Rs./Quintal
Maharashtra,Cereals,Rice,17-09-2023,78.00,Metric Tonnes,4127.56,Rs./Quintal
Maharashtra,Cereals,Rice,18-09-2023,456.00,Metric Tonnes,3397.43,Rs./Quintal
Maharashtra,Cereals,Rice,19-09-2023,24.00,Metric Tonnes,3950.29,Rs./Quintal
Maharashtra,Cereals,Rice,20-09-2023,316.00,Metric Tonnes,3806.89,Rs./Quintal
Maharashtra,Cereals,Rice,21-09-2023,348.00,Metric Tonnes,4064.77,Rs./Quintal
Maharashtra,Cereals,Rice,22-09-2023,377.00,Metric Tonnes,4017.64,Rs./Quintal
Maharashtra,Cereals,Rice,23-09-2023,251.00,Metric Tonnes,3931.08,Rs./Quintal
Maharashtra,Cereals,Rice,24-09-2023,70.00,Metric Tonnes,4208.57,Rs./Quintal
Maharashtra,Cereals,Rice,25-09-2023,295.00,Metric Tonnes,3716.59,Rs./Quintal
Maharashtra,Cereals,Rice,26-09-2023,291.00,Metric Tonnes,3833.52,Rs./Quintal
Maharashtra,Cereals,Rice,27-09-2023,192.00,Metric Tonnes,3783.75,Rs./Quintal
Maharashtra,Cereals,Rice,28-09-2023,23.00,Metric Tonnes,3657.26,Rs./Quintal
Maharashtra,Cereals,Rice,29-09-2023,246.00,Metric Tonnes,3752.85,Rs./Quintal
Maharashtra,Cereals,Rice,30-09-2023,224.00,Metric Tonnes,3837.48,Rs./Quintal
Maharashtra,Cereals,Rice,02-10-2023,36.00,Metric Tonnes,4664.44,Rs./Quintal
Maharashtra,Cereals,Rice,03-10-2023,305.00,Metric Tonnes,3922.92,Rs./Quintal
Maharashtra,Cereals,Rice,04-10-2023,264.00,Metric Tonnes,3826.76,Rs./Quintal
Maharashtra,Cereals,Rice,05-10-2023,105.00,Metric Tonnes,3841.85,Rs./Quintal
Maharashtra,Cereals,Rice,06-10-2023,345.00,Metric Tonnes,3751.70,Rs./Quintal
Maharashtra,Cereals,Rice,07-10-2023,220.00,Metric Tonnes,3745.11,Rs./Quintal
Maharashtra,Cereals,Rice,08-10-2023,29.00,Metric Tonnes,4342.76,Rs./Quintal
Maharashtra,Cereals,Rice,09-10-2023,361.00,Metric Tonnes,4254.90,Rs./Quintal
Maharashtra,Cereals,Rice,10-10-2023,284.00,Metric Tonnes,4067.87,Rs./Quintal
Maharashtra,Cereals,Rice,11-10-2023,392.00,Metric Tonnes,3607.47,Rs./Quintal
Maharashtra,Cereals,Rice,12-10-2023,287.00,Metric Tonnes,3840.98,Rs./Quintal
Maharashtra,Cereals,Rice,13-10-2023,358.00,Metric Tonnes,3995.75,Rs./Quintal
Maharashtra,Cereals,Rice,14-10-2023,303.00,Metric Tonnes,4480.86,Rs./Quintal
Maharashtra,Cereals,Rice,15-10-2023,61.00,Metric Tonnes,4000.00,Rs./Quintal
Maharashtra,Cereals,Rice,16-10-2023,3439.00,Metric Tonnes,5552.84,Rs./Quintal
Maharashtra,Cereals,Rice,17-10-2023,2552.00,Metric Tonnes,5447.70,Rs./Quintal
Maharashtra,Cereals,Rice,18-10-2023,266.00,Metric Tonnes,3782.18,Rs./Quintal
Maharashtra,Cereals,Rice,19-10-2023,288.00,Metric Tonnes,3794.27,Rs./Quintal
Maharashtra,Cereals,Rice,20-10-2023,353.00,Metric Tonnes,3673.58,Rs./Quintal
Maharashtra,Cereals,Rice,21-10-2023,351.00,Metric Tonnes,3433.39,Rs./Quintal
Maharashtra,Cereals,Rice,22-10-2023,116.00,Metric Tonnes,3878.71,Rs./Quintal
Maharashtra,Cereals,Rice,23-10-2023,232.00,Metric Tonnes,3689.40,Rs./Quintal
Maharashtra,Cereals,Rice,24-10-2023,25.00,Metric Tonnes,4376.00,Rs./Quintal
Maharashtra,Cereals,Rice,25-10-2023,285.00,Metric Tonnes,3761.91,Rs./Quintal
Maharashtra,Cereals,Rice,26-10-2023,574.00,Metric Tonnes,3734.92,Rs./Quintal
Maharashtra,Cereals,Rice,27-10-2023,476.00,Metric Tonnes,3854.89,Rs./Quintal
Maharashtra,Cereals,Rice,28-10-2023,225.00,Metric Tonnes,3771.20,Rs./Quintal
Maharashtra,Cereals,Rice,29-10-2023,69.00,Metric Tonnes,3998.55,Rs./Quintal
Maharashtra,Cereals,Rice,30-10-2023,314.00,Metric Tonnes,3899.36,Rs./Quintal
Maharashtra,Cereals,Rice,31-10-2023,303.00,Metric Tonnes,3821.45,Rs./Quintal
Maharashtra,Cereals,Rice,01-11-2023,308.00,Metric Tonnes,4005.00,Rs./Quintal
Maharashtra,Cereals,Rice,02-11-2023,453.00,Metric Tonnes,3336.66,Rs./Quintal
Maharashtra,Cereals,Rice,03-11-2023,148.00,Metric Tonnes,3671.08,Rs./Quintal
Maharashtra,Cereals,Rice,04-11-2023,231.00,Metric Tonnes,3817.25,Rs./Quintal
Maharashtra,Cereals,Rice,06-11-2023,380.00,Metric Tonnes,2828.68,Rs./Quintal
Maharashtra,Cereals,Rice,07-11-2023,262.00,Metric Tonnes,4322.40,Rs./Quintal
Maharashtra,Cereals,Rice,08-11-2023,271.00,Metric Tonnes,3485.90,Rs./Quintal
Maharashtra,Cereals,Rice,09-11-2023,381.00,Metric Tonnes,3425.92,Rs./Quintal
Maharashtra,Cereals,Rice,10-11-2023,121.00,Metric Tonnes,3744.21,Rs./Quintal
Maharashtra,Cereals,Rice,11-11-2023,164.00,Metric Tonnes,3811.59,Rs./Quintal
Maharashtra,Cereals,Rice,12-11-2023,12.00,Metric Tonnes,4909.17,Rs./Quintal
Maharashtra,Cereals,Rice,13-11-2023,113.00,Metric Tonnes,3662.21,Rs./Quintal
Maharashtra,Cereals,Rice,14-11-2023,67.00,Metric Tonnes,2434.33,Rs./Quintal
Maharashtra,Cereals,Rice,15-11-2023,125.00,Metric Tonnes,3440.66,Rs./Quintal
Maharashtra,Cereals,Rice,16-11-2023,271.00,Metric Tonnes,3890.02,Rs./Quintal
Maharashtra,Cereals,Rice,17-11-2023,273.00,Metric Tonnes,3727.03,Rs./Quintal
Maharashtra,Cereals,Rice,18-11-2023,329.00,Metric Tonnes,4116.78,Rs./Quintal
Maharashtra,Cereals,Rice,19-11-2023,82.00,Metric Tonnes,3927.32,Rs./Quintal
Maharashtra,Cereals,Rice,20-11-2023,301.00,Metric Tonnes,4051.34,Rs./Quintal
Maharashtra,Cereals,Rice,21-11-2023,363.00,Metric Tonnes,4328.32,Rs./Quintal
Maharashtra,Cereals,Rice,22-11-2023,224.00,Metric Tonnes,4268.40,Rs./Quintal
Maharashtra,Cereals,Rice,23-11-2023,374.00,Metric Tonnes,4320.67,Rs./Quintal
Maharashtra,Cereals,Rice,24-11-2023,319.00,Metric Tonnes,4117.02,Rs./Quintal
Maharashtra,Cereals,Rice,25-11-2023,263.00,Metric Tonnes,3980.80,Rs./Quintal
Maharashtra,Cereals,Rice,27-11-2023,99.00,Metric Tonnes,3900.35,Rs./Quintal
Maharashtra,Cereals,Rice,28-11-2023,384.00,Metric Tonnes,4152.58,Rs./Quintal
Maharashtra,Cereals,Rice,29-11-2023,207.00,Metric Tonnes,3889.13,Rs./Quintal
Maharashtra,Cereals,Rice,30-11-2023,290.00,Metric Tonnes,3884.52,Rs./Quintal
Maharashtra,Cereals,Rice,02-12-2023,41.00,Metric Tonnes,3850.00,Rs./Quintal
Maharashtra,Cereals,Rice,03-12-2023,14.00,Metric Tonnes,5331.43,Rs./Quintal
Maharashtra,Cereals,Rice,04-12-2023,352.00,Metric Tonnes,3916.75,Rs./Quintal
Maharashtra,Cereals,Rice,05-12-2023,268.00,Metric Tonnes,3840.30,Rs./Quintal
Maharashtra,Cereals,Rice,06-12-2023,119.00,Metric Tonnes,4184.50,Rs./Quintal
Maharashtra,Cereals,Rice,07-12-2023,188.00,Metric Tonnes,3917.55,Rs./Quintal
Maharashtra,Cereals,Rice,08-12-2023,378.00,Metric Tonnes,4163.96,Rs./Quintal
Maharashtra,Cereals,Rice,09-12-2023,306.00,Metric Tonnes,4274.02,Rs./Quintal
Maharashtra,Cereals,Rice,10-12-2023,81.00,Metric Tonnes,3851.85,Rs./Quintal
Maharashtra,Cereals,Rice,11-12-2023,334.00,Metric Tonnes,4354.79,Rs./Quintal
Maharashtra,Cereals,Rice,12-12-2023,100.00,Metric Tonnes,4254.35,Rs./Quintal
Maharashtra,Cereals,Rice,13-12-2023,198.00,Metric Tonnes,3940.79,Rs./Quintal
Maharashtra,Cereals,Rice,14-12-2023,310.00,Metric Tonnes,4460.68,Rs./Quintal
Maharashtra,Cereals,Rice,15-12-2023,232.00,Metric Tonnes,3901.83,Rs./Quintal
Maharashtra,Cereals,Rice,16-12-2023,350.00,Metric Tonnes,4192.54,Rs./Quintal
Maharashtra,Cereals,Rice,17-12-2023,78.00,Metric Tonnes,4029.04,Rs./Quintal
Maharashtra,Cereals,Rice,18-12-2023,293.00,Metric Tonnes,3840.92,Rs./Quintal
Maharashtra,Cereals,Rice,19-12-2023,356.00,Metric Tonnes,4251.99,Rs./Quintal
Maharashtra,Cereals,Rice,20-12-2023,278.00,Metric Tonnes,4373.69,Rs./Quintal
Maharashtra,Cereals,Rice,21-12-2023,210.00,Metric Tonnes,4204.62,Rs./Quintal
Maharashtra,Cereals,Rice,22-12-2023,236.00,Metric Tonnes,4381.74,Rs./Quintal
Maharashtra,Cereals,Rice,23-12-2023,197.00,Metric Tonnes,4601.42,Rs./Quintal
Maharashtra,Cereals,Rice,25-12-2023,145.00,Metric Tonnes,3868.97,Rs./Quintal
Maharashtra,Cereals,Rice,26-12-2023,1685.00,Metric Tonnes,5294.05,Rs./Quintal
Maharashtra,Cereals,Rice,27-12-2023,373.00,Metric Tonnes,4293.14,Rs./Quintal
Maharashtra,Cereals,Rice,28-12-2023,293.00,Metric Tonnes,3909.30,Rs./Quintal
Maharashtra,Cereals,Rice,29-12-2023,218.00,Metric Tonnes,4389.12,Rs./Quintal
Maharashtra,Cereals,Rice,30-12-2023,391.00,Metric Tonnes,4372.43,Rs./Quintal
Maharashtra,Cereals,Rice,31-12-2023,66.00,Metric Tonnes,3574.92,Rs./Quintal
Maharashtra,Cereals,Rice,01-01-2024,257.00,Metric Tonnes,4288.23,Rs./Quintal
Maharashtra,Cereals,Rice,02-01-2024,191.00,Metric Tonnes,4020.03,Rs./Quintal
Maharashtra,Cereals,Rice,03-01-2024,249.00,Metric Tonnes,3893.84,Rs./Quintal
Maharashtra,Cereals,Rice,04-01-2024,289.00,Metric Tonnes,3952.58,Rs./Quintal
Maharashtra,Cereals,Rice,05-01-2024,203.00,Metric Tonnes,4059.55,Rs./Quintal
Maharashtra,Cereals,Rice,06-01-2024,208.00,Metric Tonnes,4143.92,Rs./Quintal
Maharashtra,Cereals,Rice,07-01-2024,16.00,Metric Tonnes,5155.19,Rs./Quintal
Maharashtra,Cereals,Rice,08-01-2024,251.00,Metric Tonnes,3993.13,Rs./Quintal
Maharashtra,Cereals,Rice,09-01-2024,291.00,Metric Tonnes,4369.76,Rs./Quintal
Maharashtra,Cereals,Rice,10-01-2024,319.00,Metric Tonnes,4307.32,Rs./Quintal
Maharashtra,Cereals,Rice,11-01-2024,244.00,Metric Tonnes,4262.70,Rs./Quintal
Maharashtra,Cereals,Rice,12-01-2024,166.00,Metric Tonnes,3934.71,Rs./Quintal
Maharashtra,Cereals,Rice,13-01-2024,255.00,Metric Tonnes,4119.35,Rs./Quintal
Maharashtra,Cereals,Rice,14-01-2024,115.00,Metric Tonnes,3898.26,Rs./Quintal
Maharashtra,Cereals,Rice,15-01-2024,145.00,Metric Tonnes,4190.48,Rs./Quintal
Maharashtra,Cereals,Rice,16-01-2024,256.00,Metric Tonnes,3681.52,Rs./Quintal
Maharashtra,Cereals,Rice,17-01-2024,220.00,Metric Tonnes,3606.50,Rs./Quintal
Maharashtra,Cereals,Rice,18-01-2024,299.00,Metric Tonnes,4308.16,Rs./Quintal
Maharashtra,Cereals,Rice,19-01-2024,251.00,Metric Tonnes,4123.63,Rs./Quintal
Maharashtra,Cereals,Rice,20-01-2024,268.00,Metric Tonnes,4258.58,Rs./Quintal
Maharashtra,Cereals,Rice,21-01-2024,43.00,Metric Tonnes,4802.33,Rs./Quintal
Maharashtra,Cereals,Rice,22-01-2024,22.00,Metric Tonnes,3858.91,Rs./Quintal
Maharashtra,Cereals,Rice,23-01-2024,232.00,Metric Tonnes,4342.16,Rs./Quintal
Maharashtra,Cereals,Rice,24-01-2024,250.00,Metric Tonnes,4348.02,Rs./Quintal
Maharashtra,Cereals,Rice,25-01-2024,245.00,Metric Tonnes,4223.43,Rs./Quintal
Maharashtra,Cereals,Rice,26-01-2024,31.00,Metric Tonnes,3840.00,Rs./Quintal
Maharashtra,Cereals,Rice,27-01-2024,198.00,Metric Tonnes,4420.77,Rs./Quintal
Maharashtra,Cereals,Rice,28-01-2024,16.00,Metric Tonnes,5093.75,Rs./Quintal
Maharashtra,Cereals,Rice,29-01-2024,266.00,Metric Tonnes,4711.26,Rs./Quintal
Maharashtra,Cereals,Rice,30-01-2024,218.00,Metric Tonnes,4236.33,Rs./Quintal
Maharashtra,Cereals,Rice,31-01-2024,192.00,Metric Tonnes,4312.79,Rs./Quintal
Maharashtra,Cereals,Rice,01-02-2024,294.00,Metric Tonnes,4564.98,Rs./Quintal
Maharashtra,Cereals,Rice,02-02-2024,189.00,Metric Tonnes,4378.78,Rs./Quintal
Maharashtra,Cereals,Rice,03-02-2024,297.00,Metric Tonnes,4275.68,Rs./Quintal
Maharashtra,Cereals,Rice,04-02-2024,80.00,Metric Tonnes,3951.50,Rs./Quintal
Maharashtra,Cereals,Rice,05-02-2024,286.00,Metric Tonnes,4253.32,Rs./Quintal
Maharashtra,Cereals,Rice,06-02-2024,317.00,Metric Tonnes,4179.65,Rs./Quintal
Maharashtra,Cereals,Rice,07-02-2024,258.00,Metric Tonnes,4271.28,Rs./Quintal
Maharashtra,Cereals,Rice,08-02-2024,225.00,Metric Tonnes,4657.31,Rs./Quintal
Maharashtra,Cereals,Rice,09-02-2024,227.00,Metric Tonnes,3873.44,Rs./Quintal
Maharashtra,Cereals,Rice,10-02-2024,313.00,Metric Tonnes,4106.76,Rs./Quintal
Maharashtra,Cereals,Rice,11-02-2024,132.00,Metric Tonnes,4323.73,Rs./Quintal
Maharashtra,Cereals,Rice,12-02-2024,264.00,Metric Tonnes,4136.72,Rs./Quintal
Maharashtra,Cereals,Rice,13-02-2024,231.00,Metric Tonnes,4102.38,Rs./Quintal
Maharashtra,Cereals,Rice,14-02-2024,248.00,Metric Tonnes,4401.74,Rs./Quintal
Maharashtra,Cereals,Rice,15-02-2024,212.00,Metric Tonnes,4200.77,Rs./Quintal
Maharashtra,Cereals,Rice,16-02-2024,225.00,Metric Tonnes,4078.53,Rs./Quintal
Maharashtra,Cereals,Rice,17-02-2024,189.00,Metric Tonnes,4316.83,Rs./Quintal
Maharashtra,Cereals,Rice,19-02-2024,63.00,Metric Tonnes,3922.10,Rs./Quintal
Maharashtra,Cereals,Rice,20-02-2024,182.00,Metric Tonnes,4103.63,Rs./Quintal
Maharashtra,Cereals,Rice,21-02-2024,191.00,Metric Tonnes,4043.19,Rs./Quintal
Maharashtra,Cereals,Rice,22-02-2024,256.00,Metric Tonnes,4121.89,Rs./Quintal
Maharashtra,Cereals,Rice,23-02-2024,134.00,Metric Tonnes,3946.31,Rs./Quintal
Maharashtra,Cereals,Rice,24-02-2024,142.00,Metric Tonnes,4111.75,Rs./Quintal
Maharashtra,Cereals,Rice,25-02-2024,14.00,Metric Tonnes,5358.00,Rs./Quintal
Maharashtra,Cereals,Rice,26-02-2024,2.00,Metric Tonnes,4700.00,Rs./Quintal
Maharashtra,Cereals,Rice,27-02-2024,270.00,Metric Tonnes,4144.78,Rs./Quintal
Maharashtra,Cereals,Rice,28-02-2024,180.80,Metric Tonnes,4174.05,Rs./Quintal
Maharashtra,Cereals,Rice,29-02-2024,307.30,Metric Tonnes,4594.50,Rs./Quintal
Maharashtra,Cereals,Rice,01-03-2024,209.70,Metric Tonnes,4222.57,Rs./Quintal
Maharashtra,Cereals,Rice,02-03-2024,250.60,Metric Tonnes,4329.33,Rs./Quintal
Maharashtra,Cereals,Rice,03-03-2024,13.70,Metric Tonnes,4112.43,Rs./Quintal
Maharashtra,Cereals,Rice,04-03-2024,219.50,Metric Tonnes,4160.25,Rs./Quintal
Maharashtra,Cereals,Rice,05-03-2024,227.80,Metric Tonnes,3984.63,Rs./Quintal
Maharashtra,Cereals,Rice,06-03-2024,283.60,Metric Tonnes,4442.41,Rs./Quintal
Maharashtra,Cereals,Rice,07-03-2024,263.80,Metric Tonnes,4323.48,Rs./Quintal
Maharashtra,Cereals,Rice,08-03-2024,54.30,Metric Tonnes,3947.93,Rs./Quintal
Maharashtra,Cereals,Rice,09-03-2024,175.40,Metric Tonnes,4018.65,Rs./Quintal
Maharashtra,Cereals,Rice,10-03-2024,108.40,Metric Tonnes,4040.64,Rs./Quintal
Maharashtra,Cereals,Rice,11-03-2024,2813.70,Metric Tonnes,4955.43,Rs./Quintal
Maharashtra,Cereals,Rice,12-03-2024,239.10,Metric Tonnes,4130.26,Rs./Quintal
Maharashtra,Cereals,Rice,13-03-2024,287.50,Metric Tonnes,4462.71,Rs./Quintal
Maharashtra,Cereals,Rice,14-03-2024,254.70,Metric Tonnes,4192.33,Rs./Quintal
Maharashtra,Cereals,Rice,15-03-2024,181.80,Metric Tonnes,3911.30,Rs./Quintal
Maharashtra,Cereals,Rice,16-03-2024,206.20,Metric Tonnes,4328.15,Rs./Quintal
Maharashtra,Cereals,Rice,17-03-2024,356.60,Metric Tonnes,4485.81,Rs./Quintal
Maharashtra,Cereals,Rice,18-03-2024,199.40,Metric Tonnes,4511.06,Rs./Quintal
