,,,,All Type of Report (All Grades) for 02-Mar-2021 to 02-Mar-2026,,,
Maharashtra,Cereals,Rice,09-10-2025,288.90,Metric Tonnes,4617.18,Rs./Quintal
Maharashtra,Cereals,Rice,10-10-2025,71.00,Metric Tonnes,4349.24,Rs./Quintal
Maharashtra,Cereals,Rice,11-10-2025,94.50,Metric Tonnes,4480.16,Rs./Quintal
Maharashtra,Cereals,Rice,12-10-2025,74.20,Metric Tonnes,4775.40,Rs./Quintal
Maharashtra,Cereals,Rice,13-10-2025,316.40,Metric Tonnes,4445.49,Rs./Quintal
Maharashtra,Cereals,Rice,14-10-2025,277.20,Metric Tonnes,4274.65,Rs./Quintal
Maharashtra,Cereals,Rice,15-10-2025,276.30,Metric Tonnes,4532.06,Rs./Quintal
Maharashtra,Cereals,Rice,16-10-2025,308.00,Metric Tonnes,4334.74,Rs./Quintal
Maharashtra,Cereals,Rice,17-10-2025,234.40,Metric Tonnes,5081.03,Rs./Quintal
Maharashtra,Cereals,Rice,18-10-2025,283.80,Metric Tonnes,4595.41,Rs./Quintal
Maharashtra,Cereals,Rice,19-10-2025,2.00,Metric Tonnes,2600.00,Rs./Quintal
Maharashtra,Cereals,Rice,20-10-2025,36.40,Metric Tonnes,4545.88,Rs./Quintal
Maharashtra,Cereals,Rice,21-10-2025,26.70,Metric Tonnes,4350.56,Rs./Quintal
Maharashtra,Cereals,Rice,22-10-2025,28.60,Metric Tonnes,4734.27,Rs./Quintal
Maharashtra,Cereals,Rice,23-10-2025,81.80,Metric Tonnes,4403.18,Rs./Quintal
Maharashtra,Cereals,Rice,24-10-2025,169.20,Metric Tonnes,4786.55,Rs./Quintal
Maharashtra,Cereals,Rice,25-10-2025,85.90,Metric Tonnes,4343.66,Rs./Quintal
Maharashtra,Cereals,Rice,26-10-2025,86.00,Metric Tonnes,3382.33,Rs./Quintal
Maharashtra,Cereals,Rice,27-10-2025,269.30,Metric Tonnes,4356.13,Rs./Quintal
Maharashtra,Cereals,Rice,28-10-2025,287.40,Metric Tonnes,4446.82,Rs./Quintal
Maharashtra,Cereals,Rice,29-10-2025,246.40,Metric Tonnes,4422.31,Rs./Quintal
Maharashtra,Cereals,Rice,30-10-2025,265.10,Metric Tonnes,4528.08,Rs./Quintal
Maharashtra,Cereals,Rice,31-10-2025,260.40,Metric Tonnes,4373.22,Rs./Quintal
Maharashtra,Cereals,Rice,01-11-2025,273.90,Metric Tonnes,4254.73,Rs./Quintal
Maharashtra,Cereals,Rice,02-11-2025,73.50,Metric Tonnes,4460.03,Rs./Quintal
Maharashtra,Cereals,Rice,03-11-2025,243.90,Metric Tonnes,4289.86,Rs./Quintal
Maharashtra,Cereals,Rice,04-11-2025,242.20,Metric Tonnes,4323.14,Rs./Quintal
Maharashtra,Cereals,Rice,05-11-2025,198.20,Metric Tonnes,4135.06,Rs./Quintal
Maharashtra,Cereals,Rice,06-11-2025,143.80,Metric Tonnes,4741.45,Rs./Quintal
Maharashtra,Cereals,Rice,07-11-2025,260.00,Metric Tonnes,4090.40,Rs./Quintal
Maharashtra,Cereals,Rice,08-11-2025,187.30,Metric Tonnes,4819.20,Rs./Quintal
Maharashtra,Cereals,Rice,09-11-2025,2.00,Metric Tonnes,2600.00,Rs./Quintal
Maharashtra,Cereals,Rice,10-11-2025,257.40,Metric Tonnes,4541.73,Rs./Quintal
Maharashtra,Cereals,Rice,11-11-2025,500.30,Metric Tonnes,4250.55,Rs./Quintal
Maharashtra,Cereals,Rice,12-11-2025,318.10,Metric Tonnes,4707.96,Rs./Quintal
Maharashtra,Cereals,Rice,13-11-2025,2350.40,Metric Tonnes,4235.07,Rs./Quintal
Maharashtra,Cereals,Rice,14-11-2025,665.50,Metric Tonnes,6863.89,Rs./Quintal
Maharashtra,Cereals,Rice,15-11-2025,318.60,Metric Tonnes,4630.62,Rs./Quintal
Maharashtra,Cereals,Rice,16-11-2025,92.70,Metric Tonnes,4479.85,Rs./Quintal
Maharashtra,Cereals,Rice,17-11-2025,307.10,Metric Tonnes,5304.53,Rs./Quintal
Maharashtra,Cereals,Rice,18-11-2025,597.50,Metric Tonnes,7217.60,Rs./Quintal
Maharashtra,Cereals,Rice,19-11-2025,307.60,Metric Tonnes,4747.88,Rs./Quintal
Maharashtra,Cereals,Rice,20-11-2025,1698.20,Metric Tonnes,4266.03,Rs./Quintal
Maharashtra,Cereals,Rice,21-11-2025,1976.30,Metric Tonnes,4205.97,Rs./Quintal
Maharashtra,Cereals,Rice,22-11-2025,178.60,Metric Tonnes,4844.57,Rs./Quintal
Maharashtra,Cereals,Rice,23-11-2025,82.00,Metric Tonnes,4074.39,Rs./Quintal
Maharashtra,Cereals,Rice,24-11-2025,959.00,Metric Tonnes,7481.34,Rs./Quintal
Maharashtra,Cereals,Rice,25-11-2025,2778.20,Metric Tonnes,4186.43,Rs./Quintal
Maharashtra,Cereals,Rice,26-11-2025,2303.40,Metric Tonnes,4456.46,Rs./Quintal
Maharashtra,Cereals,Rice,27-11-2025,2162.50,Metric Tonnes,4471.37,Rs./Quintal
Maharashtra,Cereals,Rice,28-11-2025,1669.10,Metric Tonnes,4453.64,Rs./Quintal
Maharashtra,Cereals,Rice,29-11-2025,293.80,Metric Tonnes,4884.11,Rs./Quintal
Maharashtra,Cereals,Rice,30-11-2025,75.80,Metric Tonnes,4672.98,Rs./Quintal
Maharashtra,Cereals,Rice,01-12-2025,761.30,Metric Tonnes,7518.83,Rs./Quintal
Maharashtra,Cereals,Rice,02-12-2025,897.60,Metric Tonnes,7928.85,Rs./Quintal
Maharashtra,Cereals,Rice,03-12-2025,749.50,Metric Tonnes,7629.33,Rs./Quintal
Maharashtra,Cereals,Rice,04-12-2025,526.30,Metric Tonnes,6654.11,Rs./Quintal
Maharashtra,Cereals,Rice,05-12-2025,140.60,Metric Tonnes,4713.73,Rs./Quintal
Maharashtra,Cereals,Rice,06-12-2025,292.70,Metric Tonnes,4349.13,Rs./Quintal
Maharashtra,Cereals,Rice,07-12-2025,21.80,Metric Tonnes,4312.61,Rs./Quintal
Maharashtra,Cereals,Rice,08-12-2025,2788.70,Metric Tonnes,4520.06,Rs./Quintal
Maharashtra,Cereals,Rice,09-12-2025,2068.60,Metric Tonnes,4528.77,Rs./Quintal
Maharashtra,Cereals,Rice,10-12-2025,1936.30,Metric Tonnes,4491.78,Rs./Quintal
Maharashtra,Cereals,Rice,11-12-2025,1853.40,Metric Tonnes,4561.58,Rs./Quintal
Maharashtra,Cereals,Rice,12-12-2025,1880.50,Metric Tonnes,4540.01,Rs./Quintal
Maharashtra,Cereals,Rice,13-12-2025,206.90,Metric Tonnes,4699.95,Rs./Quintal
Maharashtra,Cereals,Rice,14-12-2025,19.30,Metric Tonnes,3876.68,Rs./Quintal
Maharashtra,Cereals,Rice,15-12-2025,904.10,Metric Tonnes,7840.90,Rs./Quintal
Maharashtra,Cereals,Rice,16-12-2025,582.70,Metric Tonnes,7403.04,Rs./Quintal
Maharashtra,Cereals,Rice,17-12-2025,520.80,Metric Tonnes,7059.43,Rs./Quintal
Maharashtra,Cereals,Rice,18-12-2025,638.60,Metric Tonnes,6581.12,Rs./Quintal
Maharashtra,Cereals,Rice,19-12-2025,404.50,Metric Tonnes,6545.81,Rs./Quintal
Maharashtra,Cereals,Rice,20-12-2025,269.60,Metric Tonnes,5116.14,Rs./Quintal
Maharashtra,Cereals,Rice,21-12-2025,60.50,Metric Tonnes,3966.53,Rs./Quintal
Maharashtra,Cereals,Rice,22-12-2025,860.20,Metric Tonnes,7728.28,Rs./Quintal
Maharashtra,Cereals,Rice,23-12-2025,3343.80,Metric Tonnes,4551.98,Rs./Quintal
Maharashtra,Cereals,Rice,24-12-2025,2128.10,Metric Tonnes,4546.70,Rs./Quintal
Maharashtra,Cereals,Rice,25-12-2025,332.20,Metric Tonnes,5685.97,Rs./Quintal
Maharashtra,Cereals,Rice,26-12-2025,433.70,Metric Tonnes,6148.55,Rs./Quintal
Maharashtra,Cereals,Rice,27-12-2025,196.60,Metric Tonnes,4459.88,Rs./Quintal
Maharashtra,Cereals,Rice,28-12-2025,501.90,Metric Tonnes,3844.02,Rs./Quintal
Maharashtra,Cereals,Rice,29-12-2025,2212.30,Metric Tonnes,4527.15,Rs./Quintal
Maharashtra,Cereals,Rice,30-12-2025,537.10,Metric Tonnes,6960.11,Rs./Quintal
Maharashtra,Cereals,Rice,31-12-2025,1969.50,Metric Tonnes,4533.01,Rs./Quintal
Maharashtra,Cereals,Rice,01-01-2026,2051.00,Metric Tonnes,5337.25,Rs./Quintal
Maharashtra,Cereals,Rice,02-01-2026,533.70,Metric Tonnes,6974.10,Rs./Quintal
Maharashtra,Cereals,Rice,03-01-2026,296.70,Metric Tonnes,4675.21,Rs./Quintal
Maharashtra,Cereals,Rice,04-01-2026,23.70,Metric Tonnes,4501.05,Rs./Quintal
Maharashtra,Cereals,Rice,05-01-2026,2409.40,Metric Tonnes,4540.00,Rs./Quintal
Maharashtra,Cereals,Rice,06-01-2026,718.80,Metric Tonnes,6961.42,Rs./Quintal
Maharashtra,Cereals,Rice,07-01-2026,2350.70,Metric Tonnes,4525.99,Rs./Quintal
Maharashtra,Cereals,Rice,08-01-2026,2115.70,Metric Tonnes,4582.18,Rs./Quintal
Maharashtra,Cereals,Rice,09-01-2026,2373.00,Metric Tonnes,4527.84,Rs./Quintal
Maharashtra,Cereals,Rice,10-01-2026,300.40,Metric Tonnes,4795.19,Rs./Quintal
Maharashtra,Cereals,Rice,11-01-2026,75.30,Metric Tonnes,4428.22,Rs./Quintal
Maharashtra,Cereals,Rice,12-01-2026,872.30,Metric Tonnes,7534.69,Rs./Quintal
Maharashtra,Cereals,Rice,13-01-2026,3188.90,Metric Tonnes,4520.21,Rs./Quintal
Maharashtra,Cereals,Rice,14-01-2026,666.20,Metric Tonnes,7675.20,Rs./Quintal
Maharashtra,Cereals,Rice,15-01-2026,100.00,Metric Tonnes,4616.84,Rs./Quintal
Maharashtra,Cereals,Rice,16-01-2026,560.70,Metric Tonnes,8099.62,Rs./Quintal
Maharashtra,Cereals,Rice,17-01-2026,228.00,Metric Tonnes,5009.10,Rs./Quintal
Maharashtra,Cereals,Rice,18-01-2026,86.10,Metric Tonnes,4887.08,Rs./Quintal
Maharashtra,Cereals,Rice,19-01-2026,370.80,Metric Tonnes,6478.80,Rs./Quintal
Maharashtra,Cereals,Rice,20-01-2026,411.00,Metric Tonnes,6694.65,Rs./Quintal
Maharashtra,Cereals,Rice,21-01-2026,1827.10,Metric Tonnes,4522.54,Rs./Quintal
Maharashtra,Cereals,Rice,22-01-2026,684.90,Metric Tonnes,6927.90,Rs./Quintal
Maharashtra,Cereals,Rice,23-01-2026,2210.40,Metric Tonnes,4554.07,Rs./Quintal
Maharashtra,Cereals,Rice,24-01-2026,269.20,Metric Tonnes,4701.36,Rs./Quintal
Maharashtra,Cereals,Rice,25-01-2026,33.70,Metric Tonnes,4524.04,Rs./Quintal
Maharashtra,Cereals,Rice,26-01-2026,23.20,Metric Tonnes,4213.79,Rs./Quintal
Maharashtra,Cereals,Rice,27-01-2026,3738.60,Metric Tonnes,4549.94,Rs./Quintal
Maharashtra,Cereals,Rice,28-01-2026,492.80,Metric Tonnes,6362.88,Rs./Quintal
Maharashtra,Cereals,Rice,29-01-2026,444.90,Metric Tonnes,6297.46,Rs./Quintal
Maharashtra,Cereals,Rice,30-01-2026,1868.30,Metric Tonnes,4545.51,Rs./Quintal
Maharashtra,Cereals,Rice,31-01-2026,280.00,Metric Tonnes,4796.21,Rs./Quintal
Maharashtra,Cereals,Rice,01-02-2026,75.60,Metric Tonnes,4921.98,Rs./Quintal
Maharashtra,Cereals,Rice,02-02-2026,570.50,Metric Tonnes,6950.01,Rs./Quintal
Maharashtra,Cereals,Rice,03-02-2026,635.00,Metric Tonnes,7176.70,Rs./Quintal
Maharashtra,Cereals,Rice,04-02-2026,597.00,Metric Tonnes,7057.20,Rs./Quintal
Maharashtra,Cereals,Rice,05-02-2026,1525.30,Metric Tonnes,4544.01,Rs./Quintal
Maharashtra,Cereals,Rice,06-02-2026,2105.60,Metric Tonnes,4548.82,Rs./Quintal
Maharashtra,Cereals,Rice,07-02-2026,128.60,Metric Tonnes,4664.07,Rs./Quintal
Maharashtra,Cereals,Rice,08-02-2026,75.10,Metric Tonnes,4759.92,Rs./Quintal
Maharashtra,Cereals,Rice,09-02-2026,805.70,Metric Tonnes,7109.19,Rs./Quintal
Maharashtra,Cereals,Rice,10-02-2026,566.00,Metric Tonnes,6744.29,Rs./Quintal
Maharashtra,Cereals,Rice,11-02-2026,2130.40,Metric Tonnes,4611.32,Rs./Quintal
Maharashtra,Cereals,Rice,12-02-2026,690.40,Metric Tonnes,7116.17,Rs./Quintal
Maharashtra,Cereals,Rice,13-02-2026,1872.40,Metric Tonnes,4496.39,Rs./Quintal
Maharashtra,Cereals,Rice,14-02-2026,138.90,Metric Tonnes,4417.06,Rs./Quintal
Maharashtra,Cereals,Rice,15-02-2026,71.50,Metric Tonnes,4173.15,Rs./Quintal
Maharashtra,Cereals,Rice,16-02-2026,945.80,Metric Tonnes,7701.30,Rs./Quintal
Maharashtra,Cereals,Rice,17-02-2026,1951.60,Metric Tonnes,4581.74,Rs./Quintal
Maharashtra,Cereals,Rice,18-02-2026,515.30,Metric Tonnes,6797.49,Rs./Quintal
Maharashtra,Cereals,Rice,19-02-2026,45.70,Metric Tonnes,4850.55,Rs./Quintal
Maharashtra,Cereals,Rice,20-02-2026,516.20,Metric Tonnes,7340.83,Rs./Quintal
Maharashtra,Cereals,Rice,21-02-2026,419.80,Metric Tonnes,4946.82,Rs./Quintal
Maharashtra,Cereals,Rice,22-02-2026,62.40,Metric Tonnes,4618.83,Rs./Quintal
Maharashtra,Cereals,Rice,23-02-2026,2723.40,Metric Tonnes,4544.91,Rs./Quintal
Maharashtra,Cereals,Rice,24-02-2026,2359.30,Metric Tonnes,4518.76,Rs./Quintal
Maharashtra,Cereals,Rice,25-02-2026,1819.30,Metric Tonnes,4491.13,Rs./Quintal
Maharashtra,Cereals,Rice,26-02-2026,1640.30,Metric Tonnes,4502.17,Rs./Quintal
Maharashtra,Cereals,Rice,27-02-2026,1020.50,Metric Tonnes,7929.85,Rs./Quintal
Maharashtra,Cereals,Rice,28-02-2026,229.10,Metric Tonnes,4720.35,Rs./Quintal
Maharashtra,Cereals,Rice,01-03-2026,70.30,Metric Tonnes,4783.43,Rs./Quintal
Maharashtra,Cereals,Rice,02-03-2026,799.30,Metric Tonnes,7213.95,Rs./Quintal

Note:
Weighted Average Price = ∑(arrival quantity * modal price) / ∑arrival quantity

